game_id,season,week,start_time,venue,home_team,away_team,home_points,away_points,city,state,latitude,longitude,temperature,precipitation,wind_speed
401545891,2023,1,2023-09-02T16:00:00.000Z,Ram Stadium (WV),Shepherd,Southern Connecticut State,27,26,Shepherdstown,WV,39.4300996,-77.804161,27.4,0.0,2.9
401525822,2023,1,2023-09-02T16:00:00.000Z,"Memorial Stadium (Norman, OK)",Oklahoma,Arkansas State,73,0,Norman,OK,35.2058537,-97.4423145,29.6,0.0,11.6
401550292,2023,1,2023-09-02T16:00:00.000Z,Bahlke Field,Alma,Ohio Northern,52,7,Alma,MI,43.37892,-84.659727,22.6,0.0,18.3
401558747,2023,1,2023-09-02T16:00:00.000Z,Lions Stadium,College Of New Jersey,Eastern University,41,21,Ewing,NJ,40.2688105,-74.8006895,25.0,0.0,6.7
401549737,2023,1,2023-09-02T16:00:00.000Z,Henry G. Steinbrenner '27 Stadium,MIT,Bridgewater State,41,27,Cambridge,MA,42.3750997,-71.1056157,25.0,0.0,14.7
401550282,2023,1,2023-09-02T16:00:00.000Z,"Memorial Stadium (Westerville, OH)",Otterbein,Ohio Wesleyan,21,35,Westerville,OH,40.126139,-82.9295287,27.0,0.0,7.4
401520179,2023,1,2023-09-02T16:00:00.000Z,Nissan Stadium,Tennessee,Virginia,49,13,Nashville,TN,36.166479,-86.7712898,27.2,0.0,6.0
401544051,2023,1,2023-09-02T16:00:00.000Z,Edwin Fauver Stadium,University of Rochester (NY),Utica,17,20,Rochester,NY,43.157285,-77.615214,26.0,0.0,13.2
401550056,2023,1,2023-09-02T16:00:00.000Z,Stadium Red Field,Cortland,Delaware Valley,42,13,Cortland,NY,41.2446453,-73.9259559,25.0,0.0,6.9
401520162,2023,1,2023-09-02T16:00:00.000Z,Michigan Stadium,Michigan,East Carolina,30,3,Ann Arbor,MI,42.2658365,-83.7486956,25.7,0.0,14.4
401545971,2023,1,2023-09-02T16:00:00.000Z,Bentley University Football Stadium,Bentley,West Chester,19,20,Waltham,MA,42.3756401,-71.2358004,24.8,0.0,12.2
401523994,2023,1,2023-09-02T16:00:00.000Z,Amon G. Carter Stadium,TCU,Colorado,42,45,Fort Worth,TX,32.7096604,-97.3680835,31.8,0.0,6.2
401540057,2023,1,2023-09-02T16:30:00.000Z,Cooper Field,Georgetown,Marist,49,7,Washington,DC,38.9080248,-77.0753144,27.6,0.0,8.7
401544060,2023,1,2023-09-02T17:00:00.000Z,Wightman Stadium,William Paterson,FDU-Florham,29,33,Wayne,NJ,40.9491723,-74.2376802,26.2,0.0,8.7
401540508,2023,1,2023-09-02T17:00:00.000Z,W.B. Mason Stadium,Stonehill,New Hampshire,17,51,North Easton,MA,42.0667665,-71.1036592,24.6,0.0,12.7
401540099,2023,1,2023-09-02T17:00:00.000Z,Hancock Stadium,Illinois State,Dayton,41,0,Normal,IL,40.5125091,-88.9967177,26.1,0.0,9.9
401552992,2023,1,2023-09-02T17:00:00.000Z,Shirk Field at Musselman Stadium,Gettysburg,Juniata College,40,20,Gettysburg,PA,39.8308973,-77.231012,28.0,0.0,7.5
401550226,2023,1,2023-09-02T17:00:00.000Z,Wilson Field,Washington and Lee,Salisbury,7,28,Lexington,VA,37.7840208,-79.4428157,27.9,0.0,2.9
401549817,2023,1,2023-09-02T17:00:00.000Z,Jopson Athletic Complex,Bridgewater (VA),Susquehanna,19,51,Bridgewater,VA,38.3820655,-78.9766975,28.2,0.0,2.9
401532570,2023,1,2023-09-02T17:00:00.000Z,Falcon Stadium,Air Force,Robert Morris,42,7,Colorado Springs,CO,38.9969701,-104.8436165,28.6,0.0,5.7
401549810,2023,1,2023-09-02T17:00:00.000Z,Brevard Memorial Stadium,Brevard College,Warner University,23,29,Brevard,NC,35.2334472,-82.7342919,25.4,0.0,5.6
401550061,2023,1,2023-09-02T17:00:00.000Z,Dave Wolk Stadium,Castleton,Plymouth State,25,21,Castleton,VT,43.6111275,-73.1807089,23.1,0.0,14.4
401550187,2023,1,2023-09-02T17:00:00.000Z,Clemens Stadium,Saint John's (MN),Trinity University TX,34,31,Collegeville,MN,45.5944117,-94.3622868,29.1,0.0,7.3
401550309,2023,1,2023-09-02T17:00:00.000Z,Apprentice Field,Apprentice School,Averett,14,34,Newport News,VA,36.9775016,-76.42977,24.1,0.0,4.4
401550366,2023,1,2023-09-02T17:00:00.000Z,Hardee-McGee Field,Sewanee,Maryville College (TN),8,28,Sewanee,TN,35.200644,-85.91952368522726,25.2,0.0,10.2
401539970,2023,1,2023-09-02T17:00:00.000Z,Alumni Stadium,Delaware State,Bowie State,11,22,Dover,DE,39.189375,-75.5433185,25.8,0.0,2.1
401540684,2023,1,2023-09-02T17:00:00.000Z,Cebe Ross Field,West Virginia Wesleyan,Johnson C Smith,6,49,Buckhannon,WV,38.9939426,-80.2322698,26.4,0.0,8.6
401541092,2023,1,2023-09-02T17:00:00.000Z,Wiliams Stadium (OH),Wilmington (OH),Wooster,63,43,Wilmington,OH,39.4453393,-83.8285375,29.9,0.0,13.0
401549615,2023,1,2023-09-02T17:00:00.000Z,Biddle Field,Dickinson (PA),Rensselaer,27,38,Carlisle,PA,40.201499,-77.1890783,27.0,0.0,5.4
401544871,2023,1,2023-09-02T17:00:00.000Z,Roebuck Stadium,Elizabeth City State,Catawba,23,31,Elizabeth City,NC,36.2956836,-76.2247697,25.2,0.0,7.2
401549802,2023,1,2023-09-02T17:00:00.000Z,Shentel Stadium,Shenandoah,Methodist,44,29,Winchester,VA,39.1852184,-78.1652404,30.2,0.0,0.8
401550391,2023,1,2023-09-02T17:00:00.000Z,Robert E. Thorn Field,Grove City College,Westminster (PA),17,7,Grove City,PA,41.1579008,-80.0886631,25.7,0.0,9.5
401553000,2023,1,2023-09-02T17:00:00.000Z,Leslie C. Quick Jr. Stadium,Widener,Lycoming,42,21,Chester,PA,39.849557,-75.3557458,26.4,0.0,8.0
401547204,2023,1,2023-09-02T17:00:00.000Z,Blue Storm Stadium,Biddeford,Coast Guard,44,28,Portland,ME,43.6610277,-70.2548596,25.7,0.0,8.4
401549752,2023,1,2023-09-02T17:00:00.000Z,Sherman Field at McConagha Stadium,Muskingum University,Ferrum,31,20,New Concord,OH,39.9934992,-81.7338559,28.6,0.0,9.1
401550289,2023,1,2023-09-02T17:00:00.000Z,Lewis C. Everett Stadium,Hampden-Sydney,Wabash College,28,29,Farmville,VA,37.3024713,-78.3923813,27.5,0.0,3.4
401544954,2023,1,2023-09-02T17:00:00.000Z,George Finnie Stadium,Baldwin Wallace,Mount St. Joseph,33,46,Berea,OH,41.3661614,-81.8543026,27.7,0.0,14.2
401550025,2023,1,2023-09-02T17:00:00.000Z,John F. Wiley Stadium,Waynesburg,Allegheny,36,39,Waynesburg,PA,39.8964641,-80.1792299,27.6,0.0,9.0
401551917,2023,1,2023-09-02T17:00:00.000Z,Mangelsdorf Field,Misericordia,Alfred State,14,24,Dallas,PA,32.3117968,-87.1046643,27.9,0.0,14.4
401547195,2023,1,2023-09-02T17:00:00.000Z,Dr. John W. Winkin Sports Complex,Husson,Norwich,28,14,Bangor,ME,44.8011821,-68.7778138,24.4,0.0,11.4
401544115,2023,1,2023-09-02T17:00:00.000Z,Chuck Noll Field,Saint Vincent,Washington & Jefferson,0,51,Latrobe,PA,40.317287,-79.3840301,26.2,0.0,8.2
401541101,2023,1,2023-09-02T17:00:00.000Z,Golden Bear Stadium,Western New England,Springfield,14,28,Springfield,MA,42.1018764,-72.5886727,26.0,0.0,12.2
401544962,2023,1,2023-09-02T17:30:00.000Z,"Stewart """"Red"""" Faught Stadium",Franklin,Olivet College,32,35,Franklin,IN,33.704156,-117.75109,22.3,0.1,12.7
401544106,2023,1,2023-09-02T17:30:00.000Z,Justin F. Coressel Stadium,Defiance College,University of Mount Union,6,45,Defiance,OH,41.2844933,-84.3557802,29.0,0.0,16.3
401550091,2023,1,2023-09-02T17:30:00.000Z,Farris Stadium,Centre College Kentucky,Hanover College,7,10,Danville,KY,37.6456488,-84.7721823,29.1,0.2,6.6
401547090,2023,1,2023-09-02T18:00:00.000Z,Klein Field at Manitou,St. Olaf,Central College,24,34,Northfield,MN,44.4582041,-93.161159,31.0,0.0,16.9
401549638,2023,1,2023-09-02T18:00:00.000Z,Art Keller Field,Carthage,Albion,20,41,Kenosha,WI,42.5846773,-87.8212263,29.0,0.0,17.3
401547148,2023,1,2023-09-02T18:00:00.000Z,David Smith Stadium at Ramer Field,Wisconsin-River Falls,Mary Hardin-Baylor,45,22,River Falls,WI,44.8595111,-92.6265897,30.3,0.0,15.3
401539986,2023,1,2023-09-02T18:00:00.000Z,"William Dick"""" Price Stadium""""",Norfolk State,Virginia St,24,33,Norfolk,VA,36.8469442,-76.2600839,23.8,0.0,9.2
401550212,2023,1,2023-09-02T18:00:00.000Z,Amos Alonzo Stagg Field,Chicago,Claremont-Mudd-Scripps College,15,24,Chicago,IL,41.8755616,-87.6244212,28.9,0.0,23.5
401554953,2023,1,2023-09-02T18:00:00.000Z,,Roosevelt,North Central College,7,41,,,,,,,
401540258,2023,1,2023-09-02T18:00:00.000Z,Washington-Grizzly Stadium,Montana,Butler,35,20,Missoula,MT,46.8638753,-113.9815042,24.3,0.0,0.7
401547107,2023,1,2023-09-02T18:00:00.000Z,Chalmers Field,Dubuque,Wittenberg,27,28,Dubuque,IA,42.5006243,-90.6647985,30.3,0.0,16.9
401550286,2023,1,2023-09-02T18:00:00.000Z,Don Shula Stadium at Wasmer Field,John Carroll University,Wisconsin-Whitewater,23,27,University Heights,OH,41.497831,-81.537346,25.8,0.0,16.4
401544069,2023,1,2023-09-02T18:00:00.000Z,Langhorst Field,Elmhurst,Adrian,14,3,Elmhurst,IL,41.8994745,-87.9403418,29.0,0.0,18.4
401549644,2023,1,2023-09-02T18:00:00.000Z,Young-Wise Memorial Stadium,Hendrix College,Washington University (St. Louis),27,44,Conway,AR,35.2521996,-92.6888936,30.1,0.0,4.4
401520158,2023,1,2023-09-02T18:00:00.000Z,AmFirst Stadium,Jacksonville State,East Tennessee State,49,3,Jacksonville,AL,33.8201052,-85.76647,29.3,0.0,7.4
401546947,2023,1,2023-09-02T18:00:00.000Z,Liberty North High School,William Jewell,Fort Lewis,42,6,Liberty,MO,,,,,
401532395,2023,1,2023-09-02T18:00:00.000Z,Peden Stadium,Ohio,Long Island University,27,10,Athens,OH,39.3212794,-82.1034315,31.3,0.0,7.4
401549776,2023,1,2023-09-02T18:00:00.000Z,Carson Park,Wisconsin-Eau Claire,Concordia Moorhead,31,28,Eau Claire,WI,44.811349,-91.4984941,28.8,0.0,12.9
401547125,2023,1,2023-09-02T18:00:00.000Z,Jerry E. Apple Stadium,Austin,Nebraska Wesleyan,7,19,Sherman,TX,36.2452294,-101.8858689,35.2,0.0,20.1
401550451,2023,1,2023-09-02T18:00:00.000Z,,St Ambrose University  Iowa,Wisconsin-Stout,7,35,,,,,,,
401550179,2023,1,2023-09-02T18:00:00.000Z,Klas Field,Hamline University,Crown College,45,13,Saint Paul,MN,44.9497487,-93.0931028,31.8,0.0,13.0
401550153,2023,1,2023-09-02T18:00:00.000Z,Edor Nelson Field,Augsburg,Northwestern (MN),52,10,Minneapolis,MN,44.9772995,-93.2654692,32.1,0.0,11.8
401541120,2023,1,2023-09-02T18:00:00.000Z,Concordia Stadium,Concordia University Chicago,Greenville,14,41,River Forest,IL,41.8978091,-87.8139483,29.0,0.0,19.7
401520168,2023,1,2023-09-02T18:00:00.000Z,Vaught-Hemingway Stadium,Ole Miss,Mercer,73,7,Oxford,MS,34.3619837,-89.5342076,29.1,0.3,11.3
401550207,2023,1,2023-09-02T18:00:00.000Z,Donald J. Schneider Stadium,St. Norbert,Ripon,23,7,De Pere,WI,44.4493584,-88.0599986,25.2,0.0,15.8
401545800,2023,1,2023-09-02T18:00:00.000Z,Kirkeby-Over Stadium,Augustana University (SD),University of Mary,38,7,Sioux Falls,SD,43.5488256,-96.7307737,32.6,0.0,20.9
401547080,2023,1,2023-09-02T18:00:00.000Z,Hollingsworth Field,Gustavus Adolphus,Buena Vista,51,7,Saint Peter,MN,44.3238384,-93.9585295,32.4,0.0,17.4
401547099,2023,1,2023-09-02T18:00:00.000Z,Van Metre Field at Ash Park,Cornell College (IA),Coe College,6,56,Mount Vernon,IA,41.9222443,-91.4171209,29.7,0.0,17.9
401549767,2023,1,2023-09-02T18:00:00.000Z,Tomasini Stadium,Concordia-Wisconsin,Martin Luther,55,14,Mequon,WI,43.2219088,-87.9822969,29.6,0.0,16.3
401550219,2023,1,2023-09-02T18:00:00.000Z,Vago Field,Aurora,Hope College,38,17,Aurora,IL,41.7571701,-88.3147539,29.8,0.0,18.3
401531387,2023,1,2023-09-02T18:00:00.000Z,Lincoln Financial Field,Temple,Akron,24,21,Philadelphia,PA,39.9007995,-75.1675414,28.2,0.0,9.3
401525820,2023,1,2023-09-02T18:00:00.000Z,Jack Trice Stadium,Iowa State,Northern Iowa,30,9,Ames,IA,42.0139977,-93.6357716,32.1,0.0,18.3
401541043,2023,1,2023-09-02T18:05:00.000Z,J.J. Keller Field at Titan Stadium,Wisconsin-Oshkosh,Texas Lutheran,48,31,Oshkosh,WI,44.0206919,-88.5408574,28.1,0.0,18.8
401544926,2023,1,2023-09-02T19:00:00.000Z,Lane Field,Lane College,Miles College,24,37,Jackson,TN,35.6144446,-88.8177418,29.2,0.0,10.6
401523992,2023,1,2023-09-02T19:00:00.000Z,Autzen Stadium,Oregon,Portland State,81,7,Eugene,OR,44.0582712,-123.0684883,24.9,0.0,5.6
401540155,2023,1,2023-09-02T19:00:00.000Z,Red Bull Arena,Hampton,Grambling,35,31,Harrison,NJ,,,,,
401541898,2023,1,2023-09-02T19:00:00.000Z,Ralph Stocker Stadium,Colorado Mesa,Texas A&M-Kingsville,10,30,Grand Junction,CO,39.063956,-108.5507317,29.5,0.0,1.3
401520180,2023,1,2023-09-02T19:30:00.000Z,Camp Randall Stadium,Wisconsin,Buffalo,38,17,Madison,WI,43.06994,-89.4126943,31.2,0.0,20.1
401520181,2023,1,2023-09-02T19:30:00.000Z,Houchens Industries-L.T. Smith Stadium,Western Kentucky,South Florida,41,24,Bowling Green,KY,36.9847901,-86.4594041,31.0,0.0,6.9
401540235,2023,1,2023-09-02T19:30:00.000Z,U.S. Bank Stadium,North Dakota State,Eastern Washington,35,10,Minneapolis,MN,,,,,
401531835,2023,1,2023-09-02T19:30:00.000Z,Kidd Brewer Stadium,App State,Gardner-Webb,45,24,Boone,NC,36.2114267,-81.6854278,24.9,0.0,8.3
401523997,2023,1,2023-09-02T19:30:00.000Z,Husky Stadium,Washington,Boise State,56,19,Houston,TX,29.6949025,-95.5167353,36.4,0.2,10.9
401523997,2023,1,2023-09-02T19:30:00.000Z,Husky Stadium,Washington,Boise State,56,19,Saint Cloud,MN,45.5616075,-94.1642004,32.5,0.0,11.9
401523997,2023,1,2023-09-02T19:30:00.000Z,Husky Stadium,Washington,Boise State,56,19,Seattle,WA,47.6503235,-122.3015746,22.7,0.0,10.2
401525818,2023,1,2023-09-02T19:30:00.000Z,Nippert Stadium,Cincinnati,Eastern Kentucky,66,13,Cincinnati,OH,39.1312495,-84.5161913,31.3,0.0,10.0
401520161,2023,1,2023-09-02T19:30:00.000Z,SECU Stadium,Maryland,Towson,38,6,College Park,MD,38.9903332,-76.9473792,29.0,0.0,9.1
401525824,2023,1,2023-09-02T19:30:00.000Z,DKR-Texas Memorial Stadium,Texas,Rice,37,10,Austin,TX,30.2836813,-97.7325345,37.4,0.0,13.2
401520151,2023,1,2023-09-02T19:30:00.000Z,Jordan-Hare Stadium,Auburn,Massachusetts,59,14,Auburn,AL,32.6025532,-85.4897479,29.1,0.0,10.2
401525465,2023,1,2023-09-02T19:30:00.000Z,Acrisure Stadium,Pittsburgh,Wofford,45,7,Pittsburgh,PA,40.4467648,-80.0157603,30.4,0.0,11.2
401525435,2023,1,2023-09-02T19:30:00.000Z,Notre Dame Stadium,Notre Dame,Tennessee State,56,3,Notre Dame,IN,41.698378,-86.2339425,28.1,0.0,18.4
401520156,2023,1,2023-09-02T19:30:00.000Z,"Memorial Stadium (Bloomington, IN)",Indiana,Ohio State,3,23,Bloomington,IN,39.1808959,-86.5256217,31.6,0.0,8.9
401540369,2023,1,2023-09-02T20:00:00.000Z,Alerus Center,North Dakota,Drake,55,7,Grand Forks,ND,47.910622,-97.090996,32.7,0.0,14.2
401525466,2023,1,2023-09-02T20:00:00.000Z,JMA Wireless Dome,Syracuse,Colgate,65,0,Syracuse,NY,43.0362269,-76.1363161,26.7,0.0,13.0
401523991,2023,1,2023-09-02T20:00:00.000Z,DATCU Stadium,North Texas,California,21,58,Denton,TX,33.203899,-97.159245,35.4,0.0,8.8
401544144,2023,1,2023-09-02T20:00:00.000Z,Sparks Stadium,Pacific Lutheran,Redlands,14,24,Puyallup,WA,47.1849009,-122.29214,26.3,0.0,7.0
401550874,2023,1,2023-09-02T20:00:00.000Z,Baker Stadium,Puget Sound,Lewis & Clark College,42,38,Tacoma,WA,47.2495798,-122.4398746,25.9,0.0,10.7
401551509,2023,1,2023-09-02T20:00:00.000Z,William Rolland Stadium,California Lutheran University,Southwestern University,41,35,Thousand Oaks,CA,34.1705609,-118.8375937,22.3,0.1,15.8
401553004,2023,1,2023-09-02T20:00:00.000Z,Ortmayer Stadium,La Verne,Willamette,21,24,La Verne,CA,34.1008426,-117.7678355,21.7,0.6,6.9
401558977,2023,1,2023-09-02T20:00:00.000Z,Reinhart Field,SUNY Maritime,Hartwick,34,11,Bronx,NY,40.807528,-73.797744,23.9,0.0,16.2
401520150,2023,1,2023-09-02T20:00:00.000Z,War Memorial Stadium (AR),Arkansas,Western Carolina,56,13,Little Rock,AR,34.749848,-92.330127,31.4,0.0,5.8
401532572,2023,1,2023-09-02T20:00:00.000Z,Allegiant Stadium,UNLV,Bryant,44,14,Las Vegas,NV,36.1672559,-115.1485163,26.8,0.1,4.3
401520164,2023,1,2023-09-02T20:00:00.000Z,Davis Wade Stadium,Mississippi State,SE Louisiana,48,7,Starkville,MS,33.4563403,-88.7933652,28.9,0.1,15.4
401549743,2023,1,2023-09-02T21:00:00.000Z,TowneBank Stadium,Christopher Newport,Southern Virginia,45,0,Newport News,VA,36.9775016,-76.42977,24.4,0.0,9.0
401520154,2023,1,2023-09-02T22:00:00.000Z,Sanford Stadium,Georgia,UT Martin,48,7,Athens,GA,33.9498197,-83.3733813,26.6,0.0,6.1
401541023,2023,1,2023-09-02T22:00:00.000Z,Hubert Jack Stadium,Lock Haven University,Post University,58,7,Lock Haven,PA,41.1369077,-77.4471641,26.8,0.0,7.6
401531837,2023,1,2023-09-02T22:00:00.000Z,Bridgeforth Stadium,James Madison,Bucknell,38,3,Harrisonburg,VA,38.4352919,-78.8729349,29.1,0.0,7.3
401544134,2023,1,2023-09-02T22:00:00.000Z,Valhalla Stadium,Berry College,Huntingdon College (AL),67,34,Mount Berry,GA,34.275093,-85.1832843,28.1,0.0,8.3
401547020,2023,1,2023-09-02T22:00:00.000Z,Helen and Leonard Moretz Stadium,Lenoir-Rhyne,St. Augustine's,45,7,Hickory,NC,35.7333312,-81.3442915,27.1,0.0,5.4
401547013,2023,1,2023-09-02T22:00:00.000Z,W.C. Hawkins Stadium,Allen,ERSKINE,24,17,Columbia,SC,34.0007493,-81.0343313,25.5,0.0,5.5
401540693,2023,1,2023-09-02T22:00:00.000Z,Charlie W. Johnson Stadium,Benedict College,Shaw,52,0,Columbia,SC,34.0007493,-81.0343313,25.5,0.0,5.5
401531418,2023,1,2023-09-02T22:00:00.000Z,FAU Stadium,Florida Atlantic,Monmouth,42,20,Boca Raton,FL,26.3763763,-80.1015759,28.9,0.0,23.2
401550046,2023,1,2023-09-02T22:00:00.000Z,Carl W. Burt Memorial Stadium,Manchester,North Park,0,27,North Manchester,IN,41.0006005,-85.768597,30.1,0.0,19.0
401531402,2023,1,2023-09-02T22:00:00.000Z,Jerry Richardson Stadium,Charlotte,South Carolina State,24,3,Charlotte,NC,35.3105033,-80.7401194,26.7,0.0,3.7
401540115,2023,1,2023-09-02T22:00:00.000Z,Hornet Stadium,Alabama State,Southern,14,10,Sacramento,CA,38.5556718,-121.4229607,25.4,0.0,12.0
401540115,2023,1,2023-09-02T22:00:00.000Z,Hornet Stadium,Alabama State,Southern,14,10,Montgomery,AL,32.3642223,-86.2896902,29.5,0.0,12.7
401540027,2023,1,2023-09-02T22:00:00.000Z,Campus Field,Sacred Heart,Lafayette,14,19,Fairfield,CT,41.2212488,-73.2417431,22.2,0.0,14.2
401547031,2023,1,2023-09-02T22:00:00.000Z,Earl Kitchings Stadium,Edward Waters,Florida Memorial University,21,38,Jacksonville,FL,30.3321838,-81.655651,27.5,0.1,21.3
401531838,2023,1,2023-09-02T22:00:00.000Z,Joan C. Edwards Stadium,Marshall,UAlbany,21,17,Huntington,WV,38.4247042,-82.4214412,33.0,0.0,4.3
401539978,2023,1,2023-09-02T22:00:00.000Z,E. Claiborne Robins Stadium,Richmond,Morgan State,10,17,Richmond,VA,37.5807765,-77.5372211,27.6,0.0,3.3
401540565,2023,1,2023-09-02T22:00:00.000Z,Spec Martin Municipal Stadium,Stetson,St. Thomas University (Fl),34,33,DeLand,FL,29.0208575,-81.2993746,29.0,0.0,17.2
401531836,2023,1,2023-09-02T22:00:00.000Z,Allen E. Paulson Stadium,Georgia Southern,The Citadel,34,0,Statesboro,GA,32.4122471,-81.7849296,28.2,0.0,5.9
401541885,2023,1,2023-09-02T22:00:00.000Z,Alumni Memorial Stadium (NC),Livingstone,Bluefield State,7,41,Salisbury,NC,35.6709727,-80.4742261,28.0,0.0,4.7
401550150,2023,1,2023-09-02T22:00:00.000Z,Macholtz Stadium,Anderson (IN),Trine University,0,61,Anderson,IN,40.1053196,-85.6802541,29.7,0.0,14.8
401540698,2023,1,2023-09-02T22:00:00.000Z,Key Stadium,Indianapolis,Hillsdale,39,20,Indianapolis,IN,39.7683331,-86.1583502,31.5,0.0,14.0
401540043,2023,1,2023-09-02T22:00:00.000Z,Jack Coffey Field,Fordham,Wagner,46,16,Bronx,NY,40.8466508,-73.8785937,22.5,0.0,17.1
401541797,2023,1,2023-09-02T22:00:00.000Z,Mihalik-Thompson Stadium,Slippery Rock,Wayne State (MI),28,17,Slippery Rock,PA,41.0639506,-80.0564468,26.9,0.0,9.0
401523996,2023,1,2023-09-02T22:30:00.000Z,Los Angeles Memorial Coliseum,USC,Nevada,66,14,Los Angeles,CA,34.014167,-118.287778,24.9,0.0,13.0
401520153,2023,1,2023-09-02T22:30:00.000Z,FIU Stadium,Florida International,Maine,14,12,Miami,FL,25.7525014,-80.3778912,28.1,0.0,11.6
401520175,2023,1,2023-09-02T23:00:00.000Z,Malone Stadium,UL Monroe,Army,17,13,Monroe,LA,32.5308089,-92.0660602,34.6,0.0,7.9
401551481,2023,1,2023-09-02T23:00:00.000Z,,Oklahoma Panhandle St,Southwest Baptist,7,65,,,,,,,
401525821,2023,1,2023-09-02T23:00:00.000Z,Bill Snyder Family Stadium,Kansas State,Southeast Missouri State,45,0,Manhattan,KS,39.2020096,-96.5938395,36.4,0.0,18.4
401540354,2023,1,2023-09-02T23:00:00.000Z,Husky Stadium,Houston Christian,Little Rock,66,0,Houston,TX,29.6949025,-95.5167353,35.0,0.0,9.7
401540354,2023,1,2023-09-02T23:00:00.000Z,Husky Stadium,Houston Christian,Little Rock,66,0,Saint Cloud,MN,45.5616075,-94.1642004,32.8,0.0,12.4
401540354,2023,1,2023-09-02T23:00:00.000Z,Husky Stadium,Houston Christian,Little Rock,66,0,Seattle,WA,47.6503235,-122.3015746,24.7,0.0,11.3
401541864,2023,1,2023-09-02T23:00:00.000Z,Bazemore-Hyder Stadium,Valdosta State,Point University,63,10,Valdosta,GA,30.8327022,-83.2784851,27.6,0.0,7.2
401541082,2023,1,2023-09-02T23:00:00.000Z,Cook Stadium,Rose-Hulman,Depauw,21,33,Terre Haute,IN,39.4667025,-87.4139119,29.9,0.0,10.4
401547078,2023,1,2023-09-02T23:00:00.000Z,,LAKELAND,Savannah St,20,23,,,,,,,
401544935,2023,1,2023-09-02T23:00:00.000Z,Bill Buxton Stadium,Simpson College (IA),Augustana (IL),27,49,Indianola,IA,41.3604966,-93.5613292,31.5,0.0,24.1
401525823,2023,1,2023-09-02T23:00:00.000Z,Boone Pickens Stadium,Oklahoma State,Central Arkansas,27,13,Stillwater,OK,36.125673,-97.066513,32.6,0.0,8.7
401544125,2023,1,2023-09-02T23:00:00.000Z,Alumni Stadium (PA),Thiel,Case Western Reserve,0,14,Greenville,PA,31.8295972,-86.6177517,27.2,0.1,8.4
401544945,2023,1,2023-09-02T23:00:00.000Z,England Stadium,Illinois College,Millikin,31,0,Jacksonville,IL,39.7343037,-90.2288356,27.7,0.0,10.8
401553015,2023,1,2023-09-02T23:00:00.000Z,Caparso Field,Anna Maria College,Westfield State,51,27,Paxton,MA,42.3122967,-71.934172,19.2,0.0,13.4
401531840,2023,1,2023-09-02T23:00:00.000Z,M. M. Roberts Stadium,Southern Miss,Alcorn State,40,14,Hattiesburg,MS,31.3289321,-89.3318118,30.3,0.0,9.8
401549705,2023,1,2023-09-02T23:00:00.000Z,Carl Smith Stadium,UVA Wise,Union College,48,0,Wise,VA,36.9759345,-82.5757108,24.8,0.0,5.7
401549666,2023,1,2023-09-02T23:00:00.000Z,Warrior Field at Raabe Stadium,Wisconsin-Lutheran,Lake Forest College,0,24,Wauwatosa,WI,43.0494122,-88.0079271,30.6,0.0,19.9
401540200,2023,1,2023-09-02T23:00:00.000Z,Braly Municipal Stadium,North Alabama,Chattanooga,41,27,Florence,AL,34.810914,-87.670587,29.4,0.0,8.7
401550216,2023,1,2023-09-02T23:00:00.000Z,Pete FioRito Stadium at McKinzie Field,Eureka College,Knox College,41,16,Eureka,IL,40.7213015,-89.2726708,27.8,0.0,15.8
401540173,2023,1,2023-09-02T23:00:00.000Z,Saluki Stadium,Southern Illinois,Austin Peay,49,23,Carbondale,IL,37.708637,-89.216212,29.7,0.0,6.9
401520173,2023,1,2023-09-02T23:00:00.000Z,Kyle Field,Texas A&M,New Mexico,52,10,College Station,TX,30.6098891,-96.3403828,37.4,0.0,12.8
401550184,2023,1,2023-09-02T23:00:00.000Z,Macalester Stadium,Macalester,Minnesota Morris,44,30,Saint Paul,MN,44.9497487,-93.0931028,33.6,0.0,13.5
401531426,2023,1,2023-09-02T23:00:00.000Z,Simmons Bank Liberty Stadium,Memphis,Bethune-Cookman,56,14,Memphis,TN,35.1209429,-89.977147,29.2,0.1,15.9
401531841,2023,1,2023-09-02T23:00:00.000Z,Veterans Memorial Stadium (AL),Troy,Stephen F. Austin,48,30,Troy,AL,31.7995565,-85.9518328,27.2,0.0,8.1
401525819,2023,1,2023-09-02T23:00:00.000Z,TDECU Stadium,Houston,UTSA,17,14,Houston,TX,29.7219885,-95.3491623,34.2,0.0,10.9
401525817,2023,1,2023-09-02T23:00:00.000Z,McLane Stadium,Baylor,Texas State,31,42,Waco,TX,31.5582015,-97.1156702,37.2,0.0,2.8
401523990,2023,1,2023-09-02T23:00:00.000Z,Canvas Stadium,Colorado State,Washington State,24,50,Fort Collins,CO,40.570015,-105.088435,29.2,0.0,12.0
401520178,2023,1,2023-09-02T23:00:00.000Z,FirstBank Stadium,Vanderbilt,Alabama A&M,47,13,Nashville,TN,36.1440455,-86.8088942,30.3,0.0,2.5
401540363,2023,1,2023-09-02T23:00:00.000Z,Roy Stewart Stadium,Murray State,Presbyterian,41,10,Murray,KY,36.6215165,-88.3175531,28.7,0.0,7.4
401541063,2023,1,2023-09-02T23:00:00.000Z,Alumni Field (OH),Bluffton,Kenyon,51,35,Bluffton,OH,40.8934459,-83.8917849,29.4,0.0,14.8
